antecedents,consequents,support,confidence,lift,features,antecedent_features,consequent_features,rule_strength,antecedents_str,consequents_str
['F_NDVI_8_High'],"['S_EVI_3_NegativeImpact', 'S_TMAX_8_MediumImpact']",0.1732484076433121,0.4165390505359877,1.5682645307949659,"['NDVI_8', 'EVI_3', 'TMAX_8']",['NDVI_8'],"['EVI_3', 'TMAX_8']",0.7838921023759217,NDVI_8_High,EVI_3_NegativeImpact | TMAX_8_MediumImpact
"['F_NDVI_9_Low', 'F_GPP_8_Low']",['S_TMIN_3_MediumImpact'],0.06050955414012739,0.5523255813953488,1.4169136646906824,"['GPP_8', 'NDVI_9', 'TMIN_3']","['GPP_8', 'NDVI_9']",['TMIN_3'],0.7825976636372954,NDVI_9_Low | GPP_8_Low,TMIN_3_MediumImpact
['F_organic_matter_High'],['S_EVI_8_MediumImpact'],0.2248407643312102,0.6034188034188035,1.2959884013235587,"['EVI_8', 'organic_matter']",['organic_matter'],['EVI_8'],0.7820237703713099,organic_matter_High,EVI_8_MediumImpact
['F_GPP_8_Low'],"['S_TMIN_8_MediumImpact', 'S_b_density_MediumImpact']",0.07898089171974522,0.6424870466321243,1.2167728144902716,"['GPP_8', 'b_density', 'TMIN_8']",['GPP_8'],"['b_density', 'TMIN_8']",0.7817607720041123,GPP_8_Low,TMIN_8_MediumImpact | b_density_MediumImpact
['F_GPP_7_Low'],"['S_GPP_9_MediumImpact', 'S_organic_matter_MediumImpact']",0.06942675159235669,0.5477386934673367,1.4237578621584746,"['organic_matter', 'GPP_7', 'GPP_9']",['GPP_7'],"['organic_matter', 'GPP_9']",0.7798472712325314,GPP_7_Low,GPP_9_MediumImpact | organic_matter_MediumImpact
['F_EVI_8_Low'],"['S_TMIN_8_MediumImpact', 'S_TMAX_11_PositiveImpact']",0.08535031847133757,0.40729483282674767,1.5867317308635083,"['EVI_8', 'TMAX_11', 'TMIN_8']",['EVI_8'],"['TMAX_11', 'TMIN_8']",0.7755211620755383,EVI_8_Low,TMIN_8_MediumImpact | TMAX_11_PositiveImpact
"['F_organic_matter_Medium', 'F_NDVI_9_High']",['S_EVI_6_NegativeImpact'],0.0821656050955414,0.6231884057971014,1.2432093991123878,"['EVI_6', 'NDVI_9', 'organic_matter']","['NDVI_9', 'organic_matter']",['EVI_6'],0.7747536835048214,organic_matter_Medium | NDVI_9_High,EVI_6_NegativeImpact
['F_NDVI_9_High'],"['S_EVI_3_NegativeImpact', 'S_NDVI_8_MediumImpact']",0.15859872611464967,0.4285714285714286,1.5052732502396933,"['NDVI_8', 'EVI_3', 'NDVI_9']",['NDVI_9'],"['NDVI_8', 'EVI_3']",0.7741405286946995,NDVI_9_High,EVI_3_NegativeImpact | NDVI_8_MediumImpact
"['F_NDVI_8_High', 'F_NDVI_9_High']",['S_VPDMIN_5_NegativeImpact'],0.20127388535031848,0.6307385229540918,1.2270873370977995,"['NDVI_8', 'VPDMIN_5', 'NDVI_9']","['NDVI_8', 'NDVI_9']",['VPDMIN_5'],0.7739712545367359,NDVI_8_High | NDVI_9_High,VPDMIN_5_NegativeImpact
"['F_GPP_7_High', 'F_NDVI_9_High']",['S_EVI_4_PositiveImpact'],0.2031847133757962,0.589648798521257,1.3112586596010956,"['EVI_4', 'NDVI_9', 'GPP_7']","['NDVI_9', 'GPP_7']",['EVI_4'],0.7731820931843798,GPP_7_High | NDVI_9_High,EVI_4_PositiveImpact
['F_organic_matter_Low'],['S_TMAX_9_PositiveImpact'],0.17961783439490445,0.5936842105263158,1.3017935901205528,"['organic_matter', 'TMAX_9']",['organic_matter'],['TMAX_9'],0.7728542998189388,organic_matter_Low,TMAX_9_PositiveImpact
['F_NDVI_9_High'],['S_VPDMIN_5_NegativeImpact'],0.23312101910828026,0.629948364888124,1.2255501026943676,"['VPDMIN_5', 'NDVI_9']",['NDVI_9'],['VPDMIN_5'],0.7720332832807894,NDVI_9_High,VPDMIN_5_NegativeImpact
['F_NDVI_9_Low'],"['S_Y_MediumImpact', 'S_TMIN_3_MediumImpact']",0.09490445859872612,0.4138888888888889,1.5508485812781756,"['NDVI_9', 'TMIN_3', 'Y']",['NDVI_9'],"['TMIN_3', 'Y']",0.7702547953681607,NDVI_9_Low,Y_MediumImpact | TMIN_3_MediumImpact
['F_NDVI_9_Low'],"['S_EVI_1_PositiveImpact', 'S_organic_matter_MediumImpact']",0.09363057324840764,0.40833333333333327,1.571282679738562,"['NDVI_9', 'organic_matter', 'EVI_1']",['NDVI_9'],"['organic_matter', 'EVI_1']",0.7699285130718952,NDVI_9_Low,EVI_1_PositiveImpact | organic_matter_MediumImpact
['F_organic_matter_High'],"['S_TDMEAN_3_NegativeImpact', 'S_EVI_9_MediumImpact']",0.2178343949044586,0.5846153846153846,1.316852444542545,"['TDMEAN_3', 'organic_matter', 'EVI_9']",['organic_matter'],"['TDMEAN_3', 'EVI_9']",0.7698521983479494,organic_matter_High,TDMEAN_3_NegativeImpact | EVI_9_MediumImpact
['F_NDVI_9_Low'],"['S_TMIN_8_MediumImpact', 'S_TMAX_11_PositiveImpact']",0.0929936305732484,0.4055555555555555,1.5799558864074992,"['NDVI_9', 'TMAX_11', 'TMIN_8']",['NDVI_9'],"['TMAX_11', 'TMIN_8']",0.7689118647183161,NDVI_9_Low,TMIN_8_MediumImpact | TMAX_11_PositiveImpact
['F_NDVI_8_High'],"['S_sand_percent_MediumImpact', 'S_TMEAN_11_MediumImpact']",0.2535031847133758,0.6094946401225114,1.2607464887909656,"['NDVI_8', 'TMEAN_11', 'sand_percent']",['NDVI_8'],"['TMEAN_11', 'sand_percent']",0.7684182274713695,NDVI_8_High,sand_percent_MediumImpact | TMEAN_11_MediumImpact
['F_NDVI_9_High'],"['S_EVI_4_PositiveImpact', 'S_EVI_9_MediumImpact']",0.19936305732484078,0.5387263339070568,1.426307494492545,"['EVI_4', 'NDVI_9', 'EVI_9']",['NDVI_9'],"['EVI_4', 'EVI_9']",0.7683894075321284,NDVI_9_High,EVI_4_PositiveImpact | EVI_9_MediumImpact
['F_NDVI_9_High'],"['S_sand_percent_MediumImpact', 'S_TMEAN_11_MediumImpact']",0.22547770700636943,0.6092943201376937,1.2603321246589976,"['NDVI_9', 'TMEAN_11', 'sand_percent']",['NDVI_9'],"['TMEAN_11', 'sand_percent']",0.7679132050417989,NDVI_9_High,sand_percent_MediumImpact | TMEAN_11_MediumImpact
"['F_NDVI_8_Low', 'F_GPP_8_Low']",['S_TMIN_3_MediumImpact'],0.05923566878980892,0.5470588235294117,1.4034025374855823,"['NDVI_8', 'GPP_8', 'TMIN_3']","['NDVI_8', 'GPP_8']",['TMIN_3'],0.7677437410950537,NDVI_8_Low | GPP_8_Low,TMIN_3_MediumImpact
"['F_NDVI_8_High', 'F_organic_matter_Medium']",['S_EVI_4_PositiveImpact'],0.08152866242038216,0.5871559633027523,1.3057151025287834,"['NDVI_8', 'EVI_4', 'organic_matter']","['NDVI_8', 'organic_matter']",['EVI_4'],0.7666584088242399,NDVI_8_High | organic_matter_Medium,EVI_4_PositiveImpact
['F_NDVI_9_High'],"['S_EVI_4_PositiveImpact', 'S_organic_matter_MediumImpact']",0.21273885350318472,0.5748709122203098,1.3331570637900834,"['EVI_4', 'NDVI_9', 'organic_matter']",['NDVI_9'],"['EVI_4', 'organic_matter']",0.766393217393955,NDVI_9_High,EVI_4_PositiveImpact | organic_matter_MediumImpact
"['F_GPP_7_High', 'F_organic_matter_Medium']",['S_TMAX_7_NegativeImpact'],0.07834394904458598,0.40327868852459015,1.5828688524590164,"['organic_matter', 'TMAX_7', 'GPP_7']","['organic_matter', 'GPP_7']",['TMAX_7'],0.7660047299113142,GPP_7_High | organic_matter_Medium,TMAX_7_NegativeImpact
"['F_GPP_8_High', 'F_NDVI_9_High']",['S_EVI_4_PositiveImpact'],0.1980891719745223,0.5867924528301888,1.3049067293815813,"['GPP_8', 'NDVI_9', 'EVI_4']","['GPP_8', 'NDVI_9']",['EVI_4'],0.7657094204484374,GPP_8_High | NDVI_9_High,EVI_4_PositiveImpact
"['F_GPP_8_High', 'F_organic_matter_High']",['S_VPDMIN_5_NegativeImpact'],0.1789808917197452,0.6272321428571428,1.220265755000885,"['GPP_8', 'organic_matter', 'VPDMIN_5']","['GPP_8', 'organic_matter']",['VPDMIN_5'],0.7653899043643944,GPP_8_High | organic_matter_High,VPDMIN_5_NegativeImpact
"['F_organic_matter_High', 'F_NDVI_9_Medium']",['S_VPDMIN_5_NegativeImpact'],0.1070063694267516,0.6268656716417911,1.2195527936525552,"['VPDMIN_5', 'NDVI_9', 'organic_matter']","['NDVI_9', 'organic_matter']",['VPDMIN_5'],0.7644957810956317,organic_matter_High | NDVI_9_Medium,VPDMIN_5_NegativeImpact
['F_NDVI_8_Low'],"['S_b_density_MediumImpact', 'S_Y_MediumImpact']",0.14713375796178343,0.6260162601626016,1.2209261223047012,"['NDVI_8', 'b_density', 'Y']",['NDVI_8'],"['b_density', 'Y']",0.7643196050200162,NDVI_8_Low,b_density_MediumImpact | Y_MediumImpact
['F_GPP_8_Low'],"['S_TMEAN_11_MediumImpact', 'S_Y_MediumImpact']",0.06687898089171974,0.5440414507772021,1.4048438778292882,"['GPP_8', 'TMEAN_11', 'Y']",['GPP_8'],"['TMEAN_11', 'Y']",0.7642933014097164,GPP_8_Low,TMEAN_11_MediumImpact | Y_MediumImpact
['F_EVI_8_High'],"['S_sand_percent_MediumImpact', 'S_TMIN_1_PositiveImpact']",0.19872611464968154,0.40731070496083555,1.559701967776858,"['EVI_8', 'sand_percent', 'TMIN_1']",['EVI_8'],"['TMIN_1', 'sand_percent']",0.7623399696287934,EVI_8_High,sand_percent_MediumImpact | TMIN_1_PositiveImpact
"['F_NDVI_8_Low', 'F_NDVI_9_Low']",['S_VPDMIN_10_MediumImpact'],0.10063694267515924,0.535593220338983,1.4228110929478905,"['NDVI_8', 'NDVI_9', 'VPDMIN_10']","['NDVI_8', 'NDVI_9']",['VPDMIN_10'],0.7620479752059888,NDVI_8_Low | NDVI_9_Low,VPDMIN_10_MediumImpact
"['F_NDVI_7_High', 'F_NDVI_8_High']",['S_EVI_1_NegativeImpact'],0.1770700636942675,0.5205992509363296,1.4621481645260064,"['NDVI_8', 'NDVI_7', 'EVI_1']","['NDVI_8', 'NDVI_7']",['EVI_1'],0.7611932392101682,NDVI_7_High | NDVI_8_High,EVI_1_NegativeImpact
"['F_NDVI_7_High', 'F_EVI_8_High']",['S_TMIN_1_PositiveImpact'],0.19363057324840766,0.5196581196581197,1.4647455078334792,"['EVI_8', 'NDVI_7', 'TMIN_1']","['EVI_8', 'NDVI_7']",['TMIN_1'],0.7611668963784235,NDVI_7_High | EVI_8_High,TMIN_1_PositiveImpact
"['F_NDVI_8_High', 'F_NDVI_9_High']",['S_EVI_4_PositiveImpact'],0.18662420382165604,0.5848303393213573,1.3005433891423952,"['NDVI_8', 'EVI_4', 'NDVI_9']","['NDVI_8', 'NDVI_9']",['EVI_4'],0.760597231574295,NDVI_8_High | NDVI_9_High,EVI_4_PositiveImpact
"['F_NDVI_7_High', 'F_organic_matter_High']",['S_VPDMIN_3_PositiveImpact'],0.11019108280254777,0.624548736462094,1.2165527496842277,"['VPDMIN_3', 'organic_matter', 'NDVI_7']","['organic_matter', 'NDVI_7']",['VPDMIN_3'],0.7597964826547705,NDVI_7_High | organic_matter_High,VPDMIN_3_PositiveImpact
"['F_organic_matter_Low', 'F_NDVI_9_Medium']",['S_TMAX_9_PositiveImpact'],0.06560509554140127,0.5885714285714285,1.290582601755786,"['NDVI_9', 'organic_matter', 'TMAX_9']","['NDVI_9', 'organic_matter']",['TMAX_9'],0.759600045604834,organic_matter_Low | NDVI_9_Medium,TMAX_9_PositiveImpact
"['F_GPP_7_High', 'F_organic_matter_High']",['S_EVI_8_MediumImpact'],0.18089171974522292,0.5941422594142259,1.2760647705613335,"['EVI_8', 'organic_matter', 'GPP_7']","['organic_matter', 'GPP_7']",['EVI_8'],0.7581640059402065,GPP_7_High | organic_matter_High,EVI_8_MediumImpact
"['F_EVI_8_High', 'F_NDVI_9_High']",['S_EVI_1_NegativeImpact'],0.17770700636942674,0.5195530726256983,1.459209881971997,"['EVI_8', 'NDVI_9', 'EVI_1']","['EVI_8', 'NDVI_9']",['EVI_1'],0.7581369777843335,EVI_8_High | NDVI_9_High,EVI_1_NegativeImpact
"['F_GPP_7_High', 'F_organic_matter_High']",['S_VPDMIN_5_NegativeImpact'],0.18980891719745224,0.6234309623430963,1.2128706454506333,"['VPDMIN_5', 'organic_matter', 'GPP_7']","['organic_matter', 'GPP_7']",['VPDMIN_5'],0.7561411136909806,GPP_7_High | organic_matter_High,VPDMIN_5_NegativeImpact
"['F_organic_matter_High', 'F_NDVI_9_High']",['S_EVI_8_MediumImpact'],0.10127388535031848,0.5932835820895523,1.274220552504237,"['EVI_8', 'NDVI_9', 'organic_matter']","['NDVI_9', 'organic_matter']",['EVI_8'],0.7559741337618422,organic_matter_High | NDVI_9_High,EVI_8_MediumImpact
"['F_NDVI_8_Low', 'F_EVI_8_Low']",['S_EVI_1_PositiveImpact'],0.08025477707006369,0.41584158415841577,1.5147825687441132,"['NDVI_8', 'EVI_8', 'EVI_1']","['NDVI_8', 'EVI_8']",['EVI_1'],0.7558914996505277,NDVI_8_Low | EVI_8_Low,EVI_1_PositiveImpact
['F_EVI_8_High'],"['S_sand_percent_MediumImpact', 'S_EVI_9_MediumImpact']",0.3006369426751592,0.6161879895561357,1.2245761311432064,"['sand_percent', 'EVI_8', 'EVI_9']",['EVI_8'],"['EVI_9', 'sand_percent']",0.7545691043075632,EVI_8_High,sand_percent_MediumImpact | EVI_9_MediumImpact
"['F_NDVI_8_Low', 'F_NDVI_7_Low']",['S_VPDMIN_10_MediumImpact'],0.0980891719745223,0.5328719723183392,1.4155820584429653,"['NDVI_8', 'VPDMIN_10', 'NDVI_7']","['NDVI_8', 'NDVI_7']",['VPDMIN_10'],0.7543240034609573,NDVI_8_Low | NDVI_7_Low,VPDMIN_10_MediumImpact
"['F_NDVI_7_High', 'F_NDVI_9_High']",['S_VPDMIN_5_NegativeImpact'],0.18280254777070062,0.6225596529284164,1.2111755329586291,"['VPDMIN_5', 'NDVI_9', 'NDVI_7']","['NDVI_9', 'NDVI_7']",['VPDMIN_5'],0.7540290194341139,NDVI_7_High | NDVI_9_High,VPDMIN_5_NegativeImpact
['F_organic_matter_High'],"['S_EVI_8_MediumImpact', 'S_EVI_9_MediumImpact']",0.20254777070063695,0.5435897435897437,1.3854478854478856,"['EVI_8', 'organic_matter', 'EVI_9']",['organic_matter'],"['EVI_8', 'EVI_9']",0.7531152608075686,organic_matter_High,EVI_8_MediumImpact | EVI_9_MediumImpact
['F_NDVI_9_High'],['S_EVI_4_PositiveImpact'],0.21528662420382166,0.5817555938037866,1.2937057822548796,"['EVI_4', 'NDVI_9']",['NDVI_9'],['EVI_4'],0.7526205755630798,NDVI_9_High,EVI_4_PositiveImpact
['F_EVI_8_Low'],"['S_organic_matter_MediumImpact', 'S_TMIN_3_MediumImpact']",0.1070063694267516,0.5106382978723404,1.4737171464330412,"['EVI_8', 'organic_matter', 'TMIN_3']",['EVI_8'],"['organic_matter', 'TMIN_3']",0.7525364151998508,EVI_8_Low,organic_matter_MediumImpact | TMIN_3_MediumImpact
['F_NDVI_9_High'],"['S_organic_matter_MediumImpact', 'S_EVI_2_NegativeImpact']",0.15222929936305732,0.4113597246127367,1.523195206702822,"['NDVI_9', 'organic_matter', 'EVI_2']",['NDVI_9'],"['organic_matter', 'EVI_2']",0.751897392912856,NDVI_9_High,organic_matter_MediumImpact | EVI_2_NegativeImpact
['F_NDVI_9_High'],"['S_NDVI_8_MediumImpact', 'S_EVI_2_NegativeImpact']",0.1503184713375796,0.4061962134251291,1.5404059301387747,"['NDVI_8', 'NDVI_9', 'EVI_2']",['NDVI_9'],"['NDVI_8', 'EVI_2']",0.7508484671519812,NDVI_9_High,NDVI_8_MediumImpact | EVI_2_NegativeImpact
['F_organic_matter_Medium'],"['S_NDVI_8_MediumImpact', 'S_TMEAN_10_NegativeImpact']",0.19554140127388536,0.6019607843137256,1.2468053184334422,"['NDVI_8', 'organic_matter', 'TMEAN_10']",['organic_matter'],"['NDVI_8', 'TMEAN_10']",0.7505279073707193,organic_matter_Medium,NDVI_8_MediumImpact | TMEAN_10_NegativeImpact
"['F_EVI_8_Low', 'F_NDVI_9_Low']",['S_TMIN_3_MediumImpact'],0.0980891719745223,0.5403508771929826,1.3861942437793833,"['EVI_8', 'NDVI_9', 'TMIN_3']","['EVI_8', 'NDVI_9']",['TMIN_3'],0.7490312755860529,EVI_8_Low | NDVI_9_Low,TMIN_3_MediumImpact
"['F_EVI_8_High', 'F_organic_matter_High']",['S_VPDMIN_5_NegativeImpact'],0.12802547770700637,0.6203703703703703,1.2069163339299647,"['EVI_8', 'organic_matter', 'VPDMIN_5']","['EVI_8', 'organic_matter']",['VPDMIN_5'],0.7487351330861818,EVI_8_High | organic_matter_High,VPDMIN_5_NegativeImpact
"['F_NDVI_7_Medium', 'F_GPP_8_Medium']",['S_TMIN_10_MediumImpact'],0.07452229299363057,0.5294117647058824,1.4135654261704682,"['GPP_8', 'NDVI_7', 'TMIN_10']","['GPP_8', 'NDVI_7']",['TMIN_10'],0.7483581667961302,NDVI_7_Medium | GPP_8_Medium,TMIN_10_MediumImpact
['F_NDVI_9_High'],"['S_EVI_4_PositiveImpact', 'S_TMAX_8_MediumImpact']",0.19745222929936307,0.5335628227194493,1.40082547101929,"['EVI_4', 'NDVI_9', 'TMAX_8']",['NDVI_9'],"['EVI_4', 'TMAX_8']",0.7474283924543546,NDVI_9_High,EVI_4_PositiveImpact | TMAX_8_MediumImpact
['F_EVI_8_Low'],['S_EVI_1_PositiveImpact'],0.08662420382165605,0.41337386018237077,1.5057934118012115,"['EVI_8', 'EVI_1']",['EVI_8'],['EVI_1'],0.7469467623281388,EVI_8_Low,EVI_1_PositiveImpact
['F_GPP_8_Low'],['S_GPP_9_MediumImpact'],0.06942675159235669,0.5647668393782384,1.319470145571182,"['GPP_8', 'GPP_9']",['GPP_8'],['GPP_9'],0.7451929837681804,GPP_8_Low,GPP_9_MediumImpact
"['F_GPP_8_High', 'F_organic_matter_Low']",['S_X_MediumImpact'],0.08980891719745222,0.5949367088607594,1.2487307926622893,"['GPP_8', 'organic_matter', 'X']","['GPP_8', 'organic_matter']",['X'],0.7429157880395898,GPP_8_High | organic_matter_Low,X_MediumImpact
"['F_NDVI_8_High', 'F_organic_matter_Medium']",['S_EVI_6_NegativeImpact'],0.08471337579617834,0.6100917431192661,1.2170826387512677,"['NDVI_8', 'EVI_6', 'organic_matter']","['NDVI_8', 'organic_matter']",['EVI_6'],0.7425320685959569,NDVI_8_High | organic_matter_Medium,EVI_6_NegativeImpact
"['F_NDVI_7_Low', 'F_EVI_8_Low']",['S_VPDMIN_10_MediumImpact'],0.08853503184713375,0.5285171102661597,1.4040133047679706,"['EVI_8', 'VPDMIN_10', 'NDVI_7']","['EVI_8', 'NDVI_7']",['VPDMIN_10'],0.7420450546112087,NDVI_7_Low | EVI_8_Low,VPDMIN_10_MediumImpact
['F_NDVI_9_High'],"['S_GPP_7_PositiveImpact', 'S_TMAX_8_MediumImpact']",0.2140127388535032,0.5783132530120483,1.2824178068205025,"['NDVI_9', 'GPP_7', 'TMAX_8']",['NDVI_9'],"['GPP_7', 'TMAX_8']",0.7416392135829414,NDVI_9_High,GPP_7_PositiveImpact | TMAX_8_MediumImpact
"['F_GPP_8_High', 'F_organic_matter_High']",['S_EVI_8_MediumImpact'],0.16751592356687897,0.5870535714285714,1.2608400918506937,"['EVI_8', 'GPP_8', 'organic_matter']","['GPP_8', 'organic_matter']",['EVI_8'],0.7401806789212777,GPP_8_High | organic_matter_High,EVI_8_MediumImpact
"['F_GPP_7_High', 'F_organic_matter_Low']",['S_TMAX_9_PositiveImpact'],0.08726114649681528,0.5805084745762712,1.272902660732885,"['TMAX_9', 'organic_matter', 'GPP_7']","['organic_matter', 'GPP_7']",['TMAX_9'],0.7389307818661239,GPP_7_High | organic_matter_Low,TMAX_9_PositiveImpact
"['F_NDVI_8_Low', 'F_organic_matter_Low']",['S_TMAX_9_PositiveImpact'],0.05987261146496815,0.5802469135802469,1.2723291261466307,"['NDVI_8', 'organic_matter', 'TMAX_9']","['NDVI_8', 'organic_matter']",['TMAX_9'],0.7382650485048351,NDVI_8_Low | organic_matter_Low,TMAX_9_PositiveImpact
['F_NDVI_7_High'],"['S_sand_percent_MediumImpact', 'S_TMEAN_11_MediumImpact']",0.24331210191082803,0.5968749999999999,1.2346426218708826,"['sand_percent', 'NDVI_7', 'TMEAN_11']",['NDVI_7'],"['TMEAN_11', 'sand_percent']",0.736927314929183,NDVI_7_High,sand_percent_MediumImpact | TMEAN_11_MediumImpact
"['F_EVI_8_High', 'F_NDVI_9_High']",['S_EVI_4_PositiveImpact'],0.19681528662420383,0.5754189944134079,1.2796144776615446,"['EVI_8', 'NDVI_9', 'EVI_4']","['EVI_8', 'NDVI_9']",['EVI_4'],0.7363144759728443,EVI_8_High | NDVI_9_High,EVI_4_PositiveImpact
"['F_GPP_7_High', 'F_EVI_8_High']",['S_TMIN_1_PositiveImpact'],0.2229299363057325,0.5109489051094891,1.440197093396585,"['EVI_8', 'GPP_7', 'TMIN_1']","['EVI_8', 'GPP_7']",['TMIN_1'],0.7358671280128537,GPP_7_High | EVI_8_High,TMIN_1_PositiveImpact
['F_NDVI_9_High'],"['S_TMIN_8_MediumImpact', 'S_EVI_9_MediumImpact']",0.22038216560509555,0.5955249569707401,1.2351046003224069,"['NDVI_9', 'TMIN_8', 'EVI_9']",['NDVI_9'],"['TMIN_8', 'EVI_9']",0.7355356139613646,NDVI_9_High,TMIN_8_MediumImpact | EVI_9_MediumImpact
"['F_NDVI_7_Low', 'F_EVI_8_Low']",['S_pH_PositiveImpact'],0.0821656050955414,0.49049429657794674,1.498202423399565,"['EVI_8', 'NDVI_7', 'pH']","['EVI_8', 'NDVI_7']",['pH'],0.7348597437967448,NDVI_7_Low | EVI_8_Low,pH_PositiveImpact
['F_NDVI_8_High'],"['S_TMEAN_11_MediumImpact', 'S_TMAX_8_MediumImpact']",0.2535031847133758,0.6094946401225114,1.2051720214009356,"['NDVI_8', 'TMEAN_11', 'TMAX_8']",['NDVI_8'],"['TMEAN_11', 'TMAX_8']",0.7345458874694829,NDVI_8_High,TMEAN_11_MediumImpact | TMAX_8_MediumImpact
"['F_GPP_7_High', 'F_NDVI_8_High']",['S_EVI_1_NegativeImpact'],0.20127388535031848,0.511326860841424,1.4361058524526578,"['NDVI_8', 'GPP_7', 'EVI_1']","['NDVI_8', 'GPP_7']",['EVI_1'],0.7343194973706147,GPP_7_High | NDVI_8_High,EVI_1_NegativeImpact
"['F_NDVI_8_Low', 'F_GPP_8_Low']",['S_saturated_hc_MediumImpact'],0.05923566878980892,0.5470588235294117,1.342003676470588,"['NDVI_8', 'GPP_8', 'saturated_hc']","['NDVI_8', 'GPP_8']",['saturated_hc'],0.7341549524221451,NDVI_8_Low | GPP_8_Low,saturated_hc_MediumImpact
"['F_GPP_8_High', 'F_EVI_8_High']",['S_TMIN_1_PositiveImpact'],0.21656050955414013,0.5097451274362819,1.4368040396318897,"['EVI_8', 'GPP_8', 'TMIN_1']","['EVI_8', 'GPP_8']",['TMIN_1'],0.7324038582831223,GPP_8_High | EVI_8_High,TMIN_1_PositiveImpact
"['F_NDVI_7_High', 'F_organic_matter_High']",['S_EVI_3_NegativeImpact'],0.08789808917197452,0.4981949458483754,1.4647304587676957,"['EVI_3', 'organic_matter', 'NDVI_7']","['organic_matter', 'NDVI_7']",['EVI_3'],0.7297213115882383,NDVI_7_High | organic_matter_High,EVI_3_NegativeImpact
"['F_NDVI_7_Medium', 'F_GPP_7_Medium']",['S_TMIN_3_MediumImpact'],0.061146496815286625,0.5333333333333333,1.3681917211328976,"['NDVI_7', 'GPP_7', 'TMIN_3']","['NDVI_7', 'GPP_7']",['TMIN_3'],0.7297022512708787,NDVI_7_Medium | GPP_7_Medium,TMIN_3_MediumImpact
"['F_GPP_8_High', 'F_organic_matter_Medium']",['S_pH_MediumImpact'],0.10382165605095542,0.5679442508710802,1.2829819767879078,"['GPP_8', 'organic_matter', 'pH']","['GPP_8', 'organic_matter']",['pH'],0.728662237687906,GPP_8_High | organic_matter_Medium,pH_MediumImpact
"['F_organic_matter_High', 'F_NDVI_9_Medium']",['S_EVI_8_MediumImpact'],0.09936305732484077,0.582089552238806,1.2501786552871756,"['EVI_8', 'NDVI_9', 'organic_matter']","['NDVI_9', 'organic_matter']",['EVI_8'],0.7277159336746246,organic_matter_High | NDVI_9_Medium,EVI_8_MediumImpact
"['F_NDVI_8_Medium', 'F_organic_matter_Low']",['S_X_MediumImpact'],0.05923566878980892,0.5886075949367089,1.235446422527584,"['NDVI_8', 'organic_matter', 'X']","['NDVI_8', 'organic_matter']",['X'],0.7271931474371223,NDVI_8_Medium | organic_matter_Low,X_MediumImpact
"['F_NDVI_8_Low', 'F_NDVI_7_Low']",['S_pH_PositiveImpact'],0.08980891719745222,0.48788927335640137,1.490245445855156,"['NDVI_8', 'pH', 'NDVI_7']","['NDVI_8', 'NDVI_7']",['pH'],0.7270747677009584,NDVI_8_Low | NDVI_7_Low,pH_PositiveImpact
['F_NDVI_9_High'],"['S_TMEAN_11_MediumImpact', 'S_EVI_9_MediumImpact']",0.22165605095541402,0.5989672977624786,1.213391816112376,"['NDVI_9', 'TMEAN_11', 'EVI_9']",['NDVI_9'],"['TMEAN_11', 'EVI_9']",0.7267820172239362,NDVI_9_High,TMEAN_11_MediumImpact | EVI_9_MediumImpact
"['F_EVI_8_Low', 'F_NDVI_9_Low']",['S_VPDMIN_10_MediumImpact'],0.09490445859872612,0.5228070175438597,1.3888443613263277,"['EVI_8', 'NDVI_9', 'VPDMIN_10']","['EVI_8', 'NDVI_9']",['VPDMIN_10'],0.726097578377624,EVI_8_Low | NDVI_9_Low,VPDMIN_10_MediumImpact
"['F_NDVI_7_High', 'F_GPP_8_High']",['S_TMIN_1_PositiveImpact'],0.18535031847133757,0.5069686411149826,1.428978036895014,"['GPP_8', 'NDVI_7', 'TMIN_1']","['GPP_8', 'NDVI_7']",['TMIN_1'],0.7244470535478208,NDVI_7_High | GPP_8_High,TMIN_1_PositiveImpact
['F_NDVI_9_High'],"['S_GPP_7_PositiveImpact', 'S_EVI_9_MediumImpact']",0.2089171974522293,0.5645438898450947,1.2826829335120098,"['NDVI_9', 'GPP_7', 'EVI_9']",['NDVI_9'],"['GPP_7', 'EVI_9']",0.724130812722787,NDVI_9_High,GPP_7_PositiveImpact | EVI_9_MediumImpact
['F_NDVI_7_Low'],"['S_VPDMAX_4_MediumImpact', 'S_Y_MediumImpact']",0.1286624203821656,0.5690140845070423,1.2725813570883993,"['VPDMAX_4', 'NDVI_7', 'Y']",['NDVI_7'],"['VPDMAX_4', 'Y']",0.724116715864385,NDVI_7_Low,VPDMAX_4_MediumImpact | Y_MediumImpact
['F_NDVI_8_Low'],"['S_Y_MediumImpact', 'S_TMIN_3_MediumImpact']",0.09426751592356689,0.4010840108401084,1.5028684893054183,"['NDVI_8', 'TMIN_3', 'Y']",['NDVI_8'],"['TMIN_3', 'Y']",0.7233318257469981,NDVI_8_Low,Y_MediumImpact | TMIN_3_MediumImpact
['F_EVI_8_High'],['S_TMIN_1_PositiveImpact'],0.24713375796178344,0.5065274151436031,1.4277343658446264,"['EVI_8', 'TMIN_1']",['EVI_8'],['TMIN_1'],0.72318659784297,EVI_8_High,TMIN_1_PositiveImpact
